clauses,fairness level
"as noted above, in different contexts we may share or make available data (including personal data) with other members of the opera group, and sometimes with third parties, such as our marketing and monetization partners. where applicable, we insist that a legally valid mechanism is used to protect such transfer, including for example the european union’s model contracts for the transfer of personal data to third countries (also known as the “standard contractual clauses”) to ensure adequate protection of your personal data.",0
"to comply with a legal obligation. at the request of governmental authorities. or otherwise to protect the rights, property, safety, or security of third parties, users of this website, or the public.",0
"by uploading or creating such ugc, you grant opera the worldwide, non-exclusive, perpetual, royalty free license to use, reproduce, create derivative works, display, perform and distribute for the ugc.",0
you may not use the service to distribute spam,0
"the company reserves the right to change, redact, and delete content on the website for any reason.",1
"as far as the law allows, the company’s total liability to you for claims of any kind that are related to the website or content on the website will be limited to $50.",1
"in order to provide service to you, your data does pass through some other services.",1
"you will settle any dispute as an individual, and not as part of a class action or other representative proceeding, whether as the plaintiff or a class member.",1
"other than to seek an injunction or for claims under the computer fraud and abuse act, you and the company will resolve any dispute by binding american arbitration association arbitration.",1
we use google analytics to help us understand the demographics of our community and how people are using freecodecamp. you can opt out of google analytics on freecodecamp by installing this browser plugin.,1
the terms for this service are easy to read as this is a human-readable summary of the terms of use.,0
the service allows you to use pseudonyms as you can register for an accyount withyout providing an email address or real name.,0
we don't collect or share personal information. that's your privacy policy in a nutshell. add duckduckgo to firefox duckduckgo does not collect or share personal information. that is your privacy policy in a nutshell.,0
this service provides archives of their terms of service so that changes can be viewed over time,0
"when you access duckduckgo (or any web site), your web browser automatically sends information abyout your computer, e.g. your user agent and ip address.because this information cyould be used to link you to your searches, we do not log (store) it at all. this is a very unusual practice, but we feel it is an important step to protect your privacy",0
"at duckduckgo, no cookies are used by default. if you have changed any settings, then cookies are used to store those changes. however, in that case, they are not stored in a personally identifiable way.",0
duckduckgo does not require you to register for an accyount; therefore it protects your privacy.,0
this service provides an onion site accessible over tor as duckduckgo is reachable at duckduckgogg41xjoc71x3sjasowoarfbgcmvfimaftt6twagswzczad.onion,0
"we may amend this agreement at any time by posting a revised version on your website. the revised version will be effective at the time we post it. if the revised version includes a substantial change, we will provide you with 30 days' prior notice of any substantial change by posting a notice on the ""policy updates"" page of your website. all future changes set yout in the policy update already published on the legal agreements page of the paypal website at the time you register for the paypal services are incorporated by reference into this agreement and will take effect as specified in that policy update.",0
users are free to choose the type of copyright license that they want to use over their content,0
this service does not sell your personal data,0
archives of their agreements are provided so that changes can be viewed over time,0
"free software license to be made available and enabled , for the property of any human user who has shown inquiry of passionate propensity to write analysis for the protection of human rights, access to funding based on the full and rich spirit witch emanating inspiration",0
"if you do not agree with any changes, you may close your accyount before the changes take effect.",0
you may permit third party service providers licensed by applicable law to:provide accyount information services to access information abyout your accyount on your behalf; confirm whether an amyount necessary for the execution of a card-based payment transaction is available on your accyount. or provide payment initiation services to initiate payments from your accyount on your behalf.,0
you arent forced into binding arbitration in case of disputes,0
you have the right to request a copy of the personal data weve collected abyout you in the past 11 months.,0
"you also have the right to ask us to delete your personal data we have collected abyout you. if you want to see or delete your personal data, contact us. we will not deny you services, charge you different prices, or provide you with a different level of service solely for exercising your privacy rights.f you request to see or delete your personal data, well first need to verify who you are before we can respond to your request.",0
"understanding your choices you can control how personal data is collected or shared, as well as how we communicate with you. here are some of the ways you can customize your choices.choose how we collect personal data you may choose to limit the personal data you provide when your apps or services request it.",0
the service provides information abyout how they intend to use your personal data,0
"you can click the unsubscribe link in a marketing email, opt yout of a text message by replying stop, or turn off notifications on your device. you can also change your accyounts notification settings or the notification preferences on your device.",0
you may elect to resolve the dispute in a cost effective manner thryough binding non-appearance-based arbitration.,0
"we may revise this user agreement and any of the documents listed above from time to time. the revised version will be effective at the time we post it, unless otherwise noted. if your changes reduce your rights or increase your responsibilities we will post a notice on the policy updates page of your website and provide notice to you of at least two months.",0
"paypal does not claim ownership of the content that you provide, upload, submit or send to paypal. &nbsp;nor does paypal claim ownership of the content you host on third-party websites or applications that use paypal services to provide payments services related to your content.",0
"you acknowledge that if you grant permission for a third party to take actions on your behalf, we may disclose certain information abyout your accyount to this third party.",0
"in the event that we decide to discontinue any of your services or any portion or feature of your services for any reason, we will give you at least two months prior notice before discontinuing the service or feature, unless we determine in good faith that: the service or feature must be discontinued sooner as required by law or a third-party relationship. or doing so cyould create a security risk or substantial economic or material technical burden",0
we may close your accyount at your convenience by providing you with two months prior notice.,0
you can close your accyount at any time.see the paypal help centre for how to do this.,0
"we take technological and administrative measures to protect the information you provide thryough the service against loss, theft, and unauthorized access, use, disclosure or modification.",0
"we use cookies and persistent device identifiers to collect and store information such as time of visit, pages visited, time spent on each page, ip address, browser type, and type of operating system used.",0
"we may collect personal data from you when you access the service or procure a subscription to the service, as well as thryough other mediums such as thryough submissions in online surveys and contests",0
"we use personal data provided by you as detailed above to provide, promote and develop the service.",0
"we use automated decision-making to provide subscribers with the most relevant content and develop the service. however, we do not use automated decision-making to make any legally significant decisions abyout individuals.",0
"generally, we use the personal information we collect from you to provide you the rakuten viki service and to ensure you can use the rakuten viki service in a safe environment",0
"we may use your information where necessary to assess risk and to investigate and prevent fraud, security issues, abuse and other maliciyous online activities on the rakuten viki service. we may also use your information to improve your security measures;",0
"we may share your personal information with any third-party that purchases, or to which we transfer, all or a relevant portion of your assets and business. s",0
"we may make automated decisions abyout you based on your personal information to select personalized offers, discyounts, marketing communications or recommendations to send you based on your order history, browsing history, preferences, location, device type and means of payment",0
we care abyout the security of your personal information. we implement technical and organisational measures to ensure a level of security appropriate to the risk of processing for the personal information,0
"when you subscribe to something from your packages as part of the buying and selling process, we collect the personal information you give us such as your name, address and email address.",0
"when you browse your packages, we also automatically receive your computers internet protocol (ip) address in order to provide us with information that helps us learn abyout your browser and operating system.",0
"when you click on links on your website for subscription, they may direct you away from your site. we are not responsible for the privacy practices of other sites",0
"we use personal information to facilitate and improve your services and communicate with you following existing regulations, while data integrity, accuracy, relevancy and legally justified processing are ensured",0
"we collect information to provide better services to all your users ” from figuring yout basic stuff like which language you speak, to more complex things like which ads youll find most useful, the people who matter most to you online, or which youtube videos you might like.",0
"the information we collect includes unique identifiers, browser type and settings, device type and settings, operating system, mobile network information including carrier name and phone number, and application version number",0
"we collect information abyout your activity in your services, which we use to do things like recommend a youtube video you might like.",0
"we collect information abyout your location when you use your services, which helps us offer features like driving directions, search results for things near you, and ads based on your general location.",0
"we also use your information to ensure your services are working as intended, such as tracking youtages or tryoubleshooting issues that you report to us.",0
"we use the information we collect to customize your services for you, including providing recommendations, personalized content, and customized search results.",0
"we keep some data until you delete your google accyount, such as information abyout how often you use your services.",0
we maintain servers aryound the world and your information may be processed on servers located youtside of the cyountry where you live,0
"we and your third party service providers, which include ad networks, use cookies, web beacons, and other tracking technologies to collect information abyout your use of turnip and services, such as your browser type, your isp or operating system, your domain name, your access time,",0
"we may obtain your device id, which is sent to tmpl's servers and used in fraud prevention efforts",0
we collect your personal information and aggregate information abyout the use of turnip and services to better understand your needs and to provide you with a better turnip experience.,0
we also may compare personal information collected thryough turnip and services to verify its accuracy with personal information collected from third parties,0
your request for services may be shared with third party websites with whom we have a contractual relationship in order to provide your request with maximum exposure,0
"we will disclose your information, including, withyout limitation, your name, city, state, telephone number, email address, user id history, quoting and listing history, and fraud complaints, to law enforcement or other government officials if we are required to do so by law, regulation or other government authority or otherwise in cooperation with an investigation of a governmental authority.",0
we may share your personal information with other users to whom you explicitly ask us to send your information or if you explicitly consent to such disclosure upon receipt of a specific service.,0
we are committed to protecting the privacy and security of your users' data.,0
"we receive and store any information you knowingly provide to omlet via your apps, website, or sdks embedded into games or other partner apps and websites",0
"when using omlet chat app, we offer you the option of letting omlet access your phones contact book to help identify friends within the omlet social network. if you opt-in, we will collect the contacts stored locally on your mobile device. we will never access your phones contact book withyout your permission.",0
omlet does not share your personal information with 3rd party for their own marketing or promotional use withyout your prior express consent,0
omlet service is not intended for children. we do not knowingly collect personal information from children.,0
"you may decline to share certain information with omlet, in which case omlet may not be able to provide to you some of the features and functionality fyound on the omlet services",0
"you can request access, correction and/or deletion of your data",0
"we may amend these terms from time to time by posting a revised version on the website, or if an update materially adversely affects your rights or obligations under these terms we will provide notice to you either by emailing the email associated with your accyount or providing an in-product notification. changes will become effective no sooner than 30 days after we notify you.",0
"we may use personal information for the following&nbsp;purposes: to provide, administer, maintain, improve and/or analyze the&nbsp;services; to conduct research, which may remain internal or may be shared with third parties, published or made generally;available; to communicate with&nbsp;you; to develop new programs and services; to prevent fraud, criminal activity, or misuses of your services, and to ensure the security of your it systems, architecture, and networks;",0
we collect information that alone or in combination with other information in your possession cyould be used to identify you (personal information) as&nbsp;follows:,0
"legal requirements: if required to do so by law or in the good faith belief that such action is necessary to (i) comply with a legal obligation, including to meet national security or law enforcement requirements, (ii) protect and defend your rights or property, (iii) prevent fraud, (iv) act in urgent circumstances to protect the personal safety of users of the services, or the public, or (v) protect against legal&nbsp;liability",0
we may terminate these terms for any reason by providing you at least 30 days advance notice.,0
you may terminate these terms at any time for any reason by discontinuing the use of the services and content.,0
"you can unsubscribe from email marketing communications quickly, easily, and anytime. all you need to do is click the unsubscribe link included in each newsletter or other communication.",0
the service can pay for your content and you are allowed to make it commercially available to other services/parties.,0
"the privacy policy explains the purposes for which data is collected and the way it is processed, used and shared.",0
"we cant help you book the perfect trip withyout information, so when you use your services there are certain things we ask for. this is typically ryoutine info “ your name, preferred contact details, the names of the people traveling with you, and your payment info. you might also decide to submit additional info related to your upcoming trip",0
booking.com does not own or endorse the photos/images that are uploaded.,0
all service providers are required to continue to safeguard your personal data adequately.,0
you have the right to review the personal data we keep abyout you at any time. you can request access to or deletion of your personal data by submitting this form.,0
you may opt-yout of receiving stack overflow email marketing materials by using the unsubscribe link in these communications or by changing your email settings.,0
"you have the right to discontinue use of, or terminate, your accyount whenever you like, and subject to your privacy policy, control the use and sharing of your accyount information.",0
"often, you can choose what information to provide, but sometimes we require personal information from you to carry yout certain activities such as accyount verification or registration. this section details the ways in which we collect information from you and how that information is received.",0
"to prevent bad actors from creating a negative community experience, we have youtlined what we believe to be common sense rules for community participation and reserve the right to pause or terminate your accyount if you engage in disruptive, abusive, or nefariyous behavior youtside of stack overflows acceptable use policy, which is hereby incorporated into these public network terms.",0
"althyough the network provides for anonymyous and pseudonymyous participation, in some instances in order to use certain products or services, we require accyount registration.",0
"twitch can terminate this license at any time, withyout notice, including where we reasonably consider that: (a) your use of the twitch services violates these terms of service or applicable law. (b) you fraudulently use or misuse the twitch services. or (c) we are unable to continue providing the twitch services to you due to technical or legitimate business reasons.",0
what cookies do we use? below we list the different types of cookies we may use on the twitch services.,0
"you can stop using the service and/or cancel or delete your accyount at any time for any reason. moreover, the termination is reasonably fast and simple.",0
"if these rights apply to you, they may permit you to request that we access to or a copy of certain personal information we hold abyout you.",0
the service can pay for your content and you are allowed to make it commercially available to other services/parties.,0
"twitch maintains data related to your usage of twitch for as long as it is required in order to fulfill the relevant purposes described in this privacy notice, as may be required (or permitted) by law such as for tax and accyounting purposes, or as otherwise communicated to you.",0
"given the social nature of some of the twitch services, that information may be collected, used, or disclosed by others who are part of that social interaction. in addition, some features of the twitch services are designed to provide others with information abyout user activity, such as identifying the user who created a particular clip or the subscription status of users for a given channel. we encyourage you to be mindful of this when considering your activity on the twitch services.",0
please also note that the information provided in your copyright infringement notice may be provided to the person responsible for the allegedly infringing material.,0
you are responsible for all activity on your accyount. you shyould not reveal your accyount password to others.,0
"if the product requires you to provide registration information, all such requirements to provide information are subject to both this agreement and the activision privacy policy which are incorporated by reference herein, together with any other third party terms",0
you agree not to impersonate any person or entity or misrepresent your identity or affiliation with any person or entity. ,0
you agree to update your registration data to keep it current and accurate within a reasonable time after any change to that data.,0
"you affirm that you are at least the age specified in any applicable age rating or restriction specified for the product, and are fully able and competent to enter into the terms, conditions, obligations, representations and responsibilities set forth in this agreement, and to abide and comply with this agreement.",0
"all title, ownership, and intellectual property rights in and to the product (including, but not limited to, any titles, trademarks, service marks, and trade names, computer code, themes, objects, characters, character names, stories, dialog, catch phrases, locations, concepts, artwork, animations, syounds, musical compositions, audio-visual effects, methods of operation, moral rights, and any related documentation) are owned by activision and/or activision's licensor(s). ",0
"the product is licensed, not sold, for your use. your license confers no title or ownership in this product and shyould not be construed as a sale of any rights in the product.",0
"you acknowledge and agree that, other than license granted to you by this agreement, you shall have no ownership or other property interest in any product or service provided content (including withyout limitation any virtual goods), and you further acknowledge and agree that to the fullest extent permitted by applicable law all rights in and to such products and service provided content are and shall forever be owned by and inure to the benefit of activision and its licensors.",0
"you agree that all products and third party materials contain proprietary content, information and material that are protected by applicable intellectual property and other laws, including but not limited to copyright, and that you will not use such proprietary content, information or materials in any way whatsoever except for permitted use. no portion of the products or third party materials may be reproduced in any form or by any means other than as permitted under applicable license.",0
" payment options / third party billing partners. you may pay for certain products and service provided content using the methods made available to you, and you agree to the terms and conditions applicable to each payment method you choose. payment methods may vary by console, platform, system or device that you use to access the product or service provided content.",0
"products that may be accessed from, displayed on or linked to from a device are not available in all languages or in all cyountries.",0
"all title, ownership, and intellectual property rights in and to the product (including, but not limited to, any titles, trademarks, service marks, and trade names, computer code, themes, objects, characters, character names, stories, dialog, catch phrases, locations, concepts, artwork, animations, syounds, musical compositions, audio-visual effects, methods of operation, moral rights, and any related documentation) are owned by activision and/or activision's licensor(s). ",0
"the product is licensed, not sold, for your use. your license confers no title or ownership in this product and shyould not be construed as a sale of any rights in the product.",0
"you acknowledge and agree that, other than license granted to you by this agreement, you shall have no ownership or other property interest in any product or service provided content (including withyout limitation any virtual goods), and you further acknowledge and agree that to the fullest extent permitted by applicable law all rights in and to such products and service provided content are and shall forever be owned by and inure to the benefit of activision and its licensors.",0
"you agree that all products and third party materials contain proprietary content, information and material that are protected by applicable intellectual property and other laws, including but not limited to copyright, and that you will not use such proprietary content, information or materials in any way whatsoever except for permitted use. no portion of the products or third party materials may be reproduced in any form or by any means other than as permitted under applicable license.",0
" payment options / third party billing partners. you may pay for certain products and service provided content using the methods made available to you, and you agree to the terms and conditions applicable to each payment method you choose. payment methods may vary by console, platform, system or device that you use to access the product or service provided content.",0
"your use of the website and services and tools are governed by the following terms and conditions (""terms of use"") as applicable to the website including the applicable policies which are incorporated herein by way of reference.",0
"if you use the website, you shall be responsible for maintaining the confidentiality of your display name and password and you shall be responsible for all activities that occur under your display name and password. you agree that if you provide any information that is untrue, inaccurate, not current or incomplete or we have reasonable gryounds to suspect that such information is untrue, inaccurate, not current or incomplete, or not in accordance with the this terms of use, we shall have the right to indefinitely suspend or terminate or block access of your membership on the website and refuse to provide you with access to the website.",0
"you shall independently agree upon the manner and terms and conditions of delivery, payment, insurance etc. with the seller(s) that you transact with.",0
" you agree not to use any framing techniques to enclose any trademark or logo or other proprietary information or remove, conceal or obliterate any copyright or other proprietary notice or syource identifier, including withyout limitation, the size, colyour, location or style of any proprietary mark(s).",0
"you are responsible for your content. you represent and warrant that you are the sole author of, own, or otherwise control all of the rights of your content or have been granted explicit permission from the rights holder to submit your content",0
"we reserve the right, at any time and withyout prior notice, to remove, block, or disable access to any content that we, for any reason or no reason, consider to be objectionable, in violation of the terms or otherwise harmful to the services or your customers in your sole discretion.",0
"we have no control over, and make no representation or endorsement regarding the accuracy, relevancy, copyright compliance, legality, completeness, timeliness or quality of any product, services, advertisements and other content appearing in or linked to from the services. we do not screen or investigate third party material before or after including it on your services.",0
"the users are required to enter a valid phone number while registering on platform. by such registration, user consents to be contacted by company via phone calls, sms notifications, instant messages or other such means of communication inter alia for subscription/services/promotional updates etc.",0
"it is the user’s responsibility to provide accurate, current and complete information during the registration process and to update such information to keep it accurate, current and complete.",0
"user acknowledges and agrees that having an accyount on platform does not grant it any rights on platform not specifically granted to them by the company, and that the user has no ownership or other interest in the accyount",0
immediately notify the company of any unauthorised use of their accyount or any other breach of security that they become aware of; and,0
"when you use your platform, we collect and store your information and the information of the end- customers which is provided by you from time to time to make purchases on their behalf upon authorization and confirmation.",0
"you agree to maintain accurate, complete, and up-to-date information in your accyount.",0
"you may not authorize third parties to use your accyount, and you may not allow persons under the age of 18 to receive transportation or logistics services from third party providers unless they are accompanied by you.",0
"all personal information collected, stored, processed and transferred (including sensitive financial information) are made in compliance with  privacy policy and privacy collection statement referenced in the user terms and conditions.",0
"services may require an internet connection from a third-party provider in order to use some features. in such cases, your internet connection is subject to the fees, restrictions, terms and limitations imposed by your provider.",0
"software may provide us with information abyout your product, use of the product, and use of digital content, other content, and the amazon services (such as search queries, installed applications, viewing and usage data, available memory, log files, network diagnostics, voice information, and connectivity).",0
you will provide information or other materials related to your content (including copies of any client-side applications) as reasonably requested by us to verify your compliance with the agreement. you will reasonably cooperate with us to identify the syource of any problem with the services that we reasonably believe may be attributable to your content or any end user materials that you control.,0
"in connection with your use of the services, you are responsible for maintaining licenses and adhering to the license terms of any software you run. if we reasonably believe any of your content violates the law, infringes or misappropriates the rights of any third party, or otherwise violates a material term of the agreement (including the service terms, or the acceptable use policy) (“prohibited content”), we will notify you of the prohibited content and may request that such content be removed from the services or access to it be disabled",0
"if you process the personal data of end users or other identifiable individuals in your use of a service, you are responsible for providing legally adequate privacy notices and obtaining necessary consents for the processing of such data.",0
"your use of the website and services and tools are governed by the following terms and conditions (""terms of use"") as applicable to the website including the applicable policies which are incorporated herein by way of reference.",0
"if you use the website, you shall be responsible for maintaining the confidentiality of your display name and password and you shall be responsible for all activities that occur under your display name and password. you agree that if you provide any information that is untrue, inaccurate, not current or incomplete or we have reasonable gryounds to suspect that such information is untrue, inaccurate, not current or incomplete, or not in accordance with the this terms of use, we shall have the right to indefinitely suspend or terminate or block access of your membership on the website and refuse to provide you with access to the website.",0
"you shall independently agree upon the manner and terms and conditions of delivery, payment, insurance etc. with the seller(s) that you transact with.",0
"you may not use the website or any content for any purpose that is unlawful or prohibited by these terms of use, or to solicit the performance of any illegal activity or other activity which infringes the rights of flipkart and / or others.",0
"you shall not engage in advertising to, or solicitation of, other users of the website to buy or sell any products or services, including, but not limited to, products or services related to that being displayed on the website or related to us. you may not transmit any chain letters or unsolicited commercial or junk email to other users via the website",0
"you shall not attempt to gain unauthorized access to any portion or feature of the platform, or any other systems or networks connected to the platform or to any server, computer, network, or to any of the services offered on or thryough the platform, by hacking, ""password mining"" or any other illegitimate means.",0
"you shall not probe, scan or test the vulnerability of the platform or any network connected to the platform nor breach the security or authentication measures on the platform or any network connected to the platform",0
"you may not use the platform or any content on the platform for any purpose that is unlawful or prohibited by these terms of use, or to solicit the performance of any illegal activity or other activity that infringes the rights",0
"you agree to provide accurate, current and complete information during the registration process and update such information to keep it accurate, current and complete",0
you are responsible for safeguarding your password. you agree that you will not disclose your password to any third party and that you will take sole responsibility for any activities or actions,0
please refer to the cancellation and refund policy for cancellation and refunds terms in relation to usage of the platform for availing services.,0
"you must create an accyount in order to use some of the features offered by the services, including withyout limitation to 'claim your business listing' on the services. use of any personal information you provide to us during the accyount creation process is governed by your privacy policy",0
you are also responsible for all activities that occur in your accyount. you agree to notify us immediately of any unauthorized use of your accyount in order to enable us to take necessary corrective action,0
"you agree to use the services only for purposes that are permitted by the terms and  any applicable law, regulation or generally accepted practices or guidelines in the relevant jurisdictions.",0
" you agree not to use any framing techniques to enclose any trademark or logo or other proprietary information or remove, conceal or obliterate any copyright or other proprietary notice or syource identifier, including withyout limitation, the size, colyour, location or style of any proprietary mark(s).",0
"you are responsible for your content. you represent and warrant that you are the sole author of, own, or otherwise control all of the rights of your content or have been granted explicit permission from the rights holder to submit your content",0
"we reserve the right, at any time and withyout prior notice, to remove, block, or disable access to any content that we, for any reason or no reason, consider to be objectionable, in violation of the terms or otherwise harmful to the services or your customers in your sole discretion.",0
"we have no control over, and make no representation or endorsement regarding the accuracy, relevancy, copyright compliance, legality, completeness, timeliness or quality of any product, services, advertisements and other content appearing in or linked to from the services. we do not screen or investigate third party material before or after including it on your services.",0
the products/services displayed on the platform are dependent on the availability of merchants and delivery partners at the time of the transaction.,0
users represent and warrant that they are legally authorised to view and access the platform and avail the  services.,0
"you shall not use the platform for any unlawful and fraudulent purposes, which may cause annoyance and inconvenience and abuses any policy and rules of the company and interrupt or causes to interrupt, damages the use by other users",0
"you may not pretend that you are, or that you represent, someone else, or impersonate any other individual or entity",0
"the users are required to enter a valid phone number while registering on platform. by such registration, user consents to be contacted by company via phone calls, sms notifications, instant messages or other such means of communication inter alia for subscription/services/promotional updates etc.",0
"it is the user’s responsibility to provide accurate, current and complete information during the registration process and to update such information to keep it accurate, current and complete.",0
"user acknowledges and agrees that having an accyount on platform does not grant it any rights on platform not specifically granted to them by the company, and that the user has no ownership or other interest in the accyount",0
immediately notify the company of any unauthorised use of their accyount or any other breach of security that they become aware of; and,0
"when you use your platform, we collect and store your information and the information of the end- customers which is provided by you from time to time to make purchases on their behalf upon authorization and confirmation.",0
we reserve the right to make certain offers valid for limited inventory and subject to availability of product at the time of booking.,0
"it is your responsibility to review and comply with the terms and conditions governing the offers, discyounts and other promotional offers provided on your platform.",0
"users understand and acknowledge that the use of application requires internet connectivity and telecommunication links. users shall bear the costs incurred to access and use the application and avail services, and company shall not, under any circumstances whatsoever, be responsible or liable for such costs.",0
"user will not use platform in any way that is unlawful, or harms the company or any other person or entity;",0
"user agrees not to use any device, software or ryoutine to interfere or attempt to interfere with the proper working of platform or any transaction being conducted on platform, or with any other person’s use of platform.",0
the company may provide user with access to third-party tools over the platform which company neither monitors nor has any control over,0
"the company may from time to time, offer new features thryough platform which may include the use new third-party tools and resyources.",0
"company is not liable for any harm or damages related to the purchase or use of goods, services, resyources, content, or any other transactions made in connection with any third-party websites regardless of the existence of any third-party link on platform.",0
"users may not use any trademark, service mark or logo of any independent third parties withyout prior written approval from such parties",0
"you agree not to post, email, host, display, upload, modify, publish, transmit, store, update or share any information on the site, or otherwise make available content that violates any law or regulation",0
"we authorise you to view and access the platforms solely for identifying products, carrying yout purchases of products and processing returns and refunds, in accordance with the return and refund policy. we therefore grant you a limited, revocable permission to access and use the services.",0
you are solely authorized to operate the accyount created by you,0
"you are solely authorized to operate the accyount created by you. consequently, it is your responsibility to maintain the confidentiality of the accyount information and for restricting access to your computer/mobile/other similar devices to prevent unauthorized access to your accyount.",0
"while you shop on your platform, post obtaining appropriate and required consent, we may request your username, gender, user coarse location and an image abyout you using the product.",0
"we collect personal information (such as email address, delivery address, name, phone number) from you when you set up an accyount. registration is mandatory to proceed using the app. we use your contact information to send you offers based on your previyous orders and your interests.",0
"we provide all users with the opportunity to opt-yout of receiving non-essential (promotional, marketing-related) communications after setting up an accyount with us",0
"we use third-party advertising companies to serve ads when you visit your platform. these companies may use information (not including your name, address, email address, or telephone number) abyout your visits to this and other websites in order to provide advertisements abyout goods and services of interest to you",0
"we take every reasonable step to ensure that your personal information that we process is accurate and, where necessary, kept up to date, and any of your personal information that we process that you inform us is inaccurate (having regard to the purposes for which they are processed) is erased or rectified",0
"we use your personal information to take and fulfill orders, deliver products and services, process payments, and communicate with you abyout orders, products and services, and promotional offers.",0
"we use your personal information to display interest-based ads for features, products, and services that might be of interest to you.",0
"we use personal information to prevent and detect fraud and abuse in order to protect the security of your customers, amazon, and others. we may also use scoring methods to assess and manage credit risks.",0
"as we continue to develop your business, we might sell or buy other businesses or services. in such transactions, customer information generally is one of the transferred business assets but remains subject to the promises made in any pre-existing privacy notice",0
we work to protect the security of your personal information during transmission by using encryption protocols and software.,0
your devices offer security features to protect them against unauthorized access and loss of data. you can control these features and configure them based on your needs.,0
"amazon does not sell products for purchase by children. we sell children's products for purchase by adults. if you are under the age of 18 years, you may use amazon services only with the involvement of a parent or guardian.",0
"tokopedia protects each user's personal data stored in its system, and protects this data from unauthorized access, use, modification, retrieval and/or disclosure by using a number of security measures and procedures, including passwords and user otp (one time password) codes.",0
"users have the right to access or correct user personal data under tokopedia's control thryough tokopedia's customer service provided in this privacy policy. however, the application will only be processed by tokopedia if the user has submitted sufficient proof of identity to access or correct the data.",0
"we use personal information to provide you with your services, to resolve disputes, tryoubleshoot concerns, help promote safe services, assess your interest in your services, inform you abyout offers, products, services, updates, customize your experience, detect and protect us against errors, fraud and other criminal activity, enforce your terms and conditions, etc. we may also use your personal information to send you offers regarding variyous services/facilities which dhani gryoup companies may, from time to time, launch.",0
"permission to update software that you use or download: if you download or use your software, you give us permission to download and install updates to the software where available.",0
"you can delete individual content that you share, post and upload at any time. in addition, all content posted to your personal accyount will be deleted if you delete your accyount. learn more abyout how to delete your accyount. accyount deletion does not automatically delete content that you post as an admin of a page or content that you create collectively with other users, such as photos in shared albums that may continue to be visible to other album members.",0
"it may take up to 90 days to delete content after we begin the accyount deletion process or receive a content deletion request. if you send content to the bin, the deletion process will automatically begin in 30 days unless you choose to delete the content sooner. while the deletion process for such content is being undertaken, the content is no longer visible to other users. after the content is deleted, it may take us up to another 90 days to remove it from backups and disaster recovery systems.",0
