,clauses,fairness level
1198,"['duckduckgo', 'cooki', 'use', 'default', 'chang', 'set', 'cooki', 'use', 'store', 'chang', 'howev', 'case', 'store', 'person', 'identifi', 'way']",0
1199,"['duckduckgo', 'requir', 'regist', 'accyount', 'therefor', 'protect', 'privaci']",0
1200,"['servic', 'provid', 'onion', 'site', 'access', 'tor', 'duckduckgo', 'reachabl', 'duckduckgogg41xjoc71x3sjasowoarfbgcmvfimaftt6twagswzczad', 'onion']",0
1201,"['may', 'amend', 'agreement', 'time', 'post', 'revis', 'version', 'websit', 'revis', 'version', 'effect', 'time', 'post', 'revis', 'version', 'includ', 'substanti', 'chang', 'provid', '30', 'day', 'prior', 'notic', 'substanti', 'chang', 'post', 'notic', 'polici', 'updat', 'page', 'websit', 'futur', 'chang', 'set', 'yout', 'polici', 'updat', 'alreadi', 'publish', 'legal', 'agreement', 'page', 'paypal', 'websit', 'time', 'regist', 'paypal', 'servic', 'incorpor', 'refer', 'agreement', 'take', 'effect', 'specifi', 'polici', 'updat']",0
1202,"['user', 'free', 'choos', 'type', 'copyright', 'licens', 'want', 'use', 'content']",0
1203,"['servic', 'sell', 'person', 'data']",0
1204,"['archiv', 'agreement', 'provid', 'chang', 'view', 'time']",0
1205,"['free', 'softwar', 'licens', 'make', 'avail', 'enabl', 'properti', 'human', 'user', 'show', 'inquiri', 'passion', 'propens', 'write', 'analysi', 'protect', 'human', 'right', 'access', 'fund', 'base', 'full', 'rich', 'spirit', 'witch', 'eman', 'inspir']",0
1206,"['agre', 'chang', 'may', 'close', 'accyount', 'chang', 'take', 'effect']",0
1207,"['may', 'permit', 'third', 'parti', 'servic', 'provid', 'licens', 'applic', 'law', 'provid', 'accyount', 'inform', 'servic', 'access', 'inform', 'abyout', 'accyount', 'behalf', 'confirm', 'whether', 'amyount', 'necessari', 'execut', 'card', 'base', 'payment', 'transact', 'avail', 'accyount', 'provid', 'payment', 'initi', 'servic', 'initi', 'payment', 'accyount', 'behalf']",0
1208,"['arent', 'forc', 'bind', 'arbitr', 'case', 'disput']",0
1209,"['right', 'request', 'copi', 'person', 'data', 'weve', 'collect', 'abyout', 'past', '11', 'month']",0
1210,"['also', 'right', 'ask', 'u', 'delet', 'person', 'data', 'collect', 'abyout', 'want', 'see', 'delet', 'person', 'data', 'contact', 'u', 'deni', 'servic', 'charg', 'differ', 'price', 'provid', 'differ', 'level', 'servic', 'sole', 'exercis', 'privaci', 'right', 'f', 'request', 'see', 'delet', 'person', 'data', 'well', 'first', 'need', 'verifi', 'respond', 'request']",0
1211,"['understand', 'choic', 'control', 'person', 'data', 'collect', 'share', 'well', 'commun', 'way', 'custom', 'choic', 'choos', 'collect', 'person', 'data', 'may', 'choos', 'limit', 'person', 'data', 'provid', 'app', 'servic', 'request']",0
1212,"['servic', 'provid', 'inform', 'abyout', 'intend', 'use', 'person', 'data']",0
1213,"['click', 'unsubscrib', 'link', 'market', 'email', 'opt', 'yout', 'text', 'messag', 'repli', 'stop', 'turn', 'notif', 'devic', 'also', 'chang', 'accyount', 'notif', 'set', 'notif', 'prefer', 'devic']",0
1214,"['may', 'elect', 'resolv', 'disput', 'cost', 'effect', 'manner', 'thryough', 'bind', 'non', 'appear', 'base', 'arbitr']",0
1215,"['may', 'revis', 'user', 'agreement', 'document', 'list', 'time', 'time', 'revis', 'version', 'effect', 'time', 'post', 'unless', 'otherwis', 'note', 'chang', 'reduc', 'right', 'increas', 'respons', 'post', 'notic', 'polici', 'updat', 'page', 'websit', 'provid', 'notic', 'least', 'two', 'month']",0
1216,"['paypal', 'claim', 'ownership', 'content', 'provid', 'upload', 'submit', 'send', 'paypal', 'nbsp', 'paypal', 'claim', 'ownership', 'content', 'host', 'third', 'parti', 'websit', 'applic', 'use', 'paypal', 'servic', 'provid', 'payment', 'servic', 'relat', 'content']",0
1217,"['acknowledg', 'grant', 'permiss', 'third', 'parti', 'take', 'action', 'behalf', 'may', 'disclos', 'certain', 'inform', 'abyout', 'accyount', 'third', 'parti']",0
1218,"['event', 'decid', 'discontinu', 'servic', 'portion', 'featur', 'servic', 'reason', 'give', 'least', 'two', 'month', 'prior', 'notic', 'discontinu', 'servic', 'featur', 'unless', 'determin', 'good', 'faith', 'servic', 'featur', 'must', 'discontinu', 'sooner', 'requir', 'law', 'third', 'parti', 'relationship', 'cyould', 'creat', 'secur', 'risk', 'substanti', 'econom', 'materi', 'technic', 'burden']",0
1219,"['may', 'close', 'accyount', 'conveni', 'provid', 'two', 'month', 'prior', 'notic']",0
1220,"['close', 'accyount', 'time', 'see', 'paypal', 'help', 'centr']",0
1221,"['take', 'technolog', 'administr', 'measur', 'protect', 'inform', 'provid', 'thryough', 'servic', 'loss', 'theft', 'unauthor', 'access', 'use', 'disclosur', 'modif']",0
1222,"['use', 'cooki', 'persist', 'devic', 'identifi', 'collect', 'store', 'inform', 'time', 'visit', 'page', 'visit', 'time', 'spend', 'page', 'ip', 'address', 'browser', 'type', 'type', 'oper', 'system', 'use']",0
1223,"['may', 'collect', 'person', 'data', 'access', 'servic', 'procur', 'subscript', 'servic', 'well', 'thryough', 'medium', 'thryough', 'submiss', 'onlin', 'survey', 'contest']",0
1224,"['use', 'person', 'data', 'provid', 'detail', 'provid', 'promot', 'develop', 'servic']",0
1225,"['use', 'autom', 'decis', 'make', 'provid', 'subscrib', 'relev', 'content', 'develop', 'servic', 'howev', 'use', 'autom', 'decis', 'make', 'make', 'legal', 'signific', 'decis', 'abyout', 'individu']",0
1226,"['gener', 'use', 'person', 'inform', 'collect', 'provid', 'rakuten', 'viki', 'servic', 'ensur', 'use', 'rakuten', 'viki', 'servic', 'safe', 'environ']",0
1227,"['may', 'use', 'inform', 'necessari', 'ass', 'risk', 'investig', 'prevent', 'fraud', 'secur', 'issu', 'abus', 'maliciy', 'onlin', 'activ', 'rakuten', 'viki', 'servic', 'may', 'also', 'use', 'inform', 'improv', 'secur', 'measur']",0
1228,"['may', 'share', 'person', 'inform', 'third', 'parti', 'purchas', 'transfer', 'relev', 'portion', 'asset', 'busi']",0
1229,"['may', 'make', 'autom', 'decis', 'abyout', 'base', 'person', 'inform', 'select', 'person', 'offer', 'discyount', 'market', 'commun', 'recommend', 'send', 'base', 'order', 'histori', 'brows', 'histori', 'prefer', 'locat', 'devic', 'type', 'mean', 'payment']",0
1230,"['care', 'abyout', 'secur', 'person', 'inform', 'implement', 'technic', 'organis', 'measur', 'ensur', 'level', 'secur', 'appropri', 'risk', 'process', 'person', 'inform']",0
1231,"['subscrib', 'someth', 'packag', 'part', 'buy', 'sell', 'process', 'collect', 'person', 'inform', 'give', 'u', 'name', 'address', 'email', 'address']",0
1232,"['brows', 'packag', 'also', 'automat', 'receiv', 'comput', 'internet', 'protocol', 'ip', 'address', 'order', 'provid', 'u', 'inform', 'help', 'u', 'learn', 'abyout', 'browser', 'oper', 'system']",0
1233,"['click', 'link', 'websit', 'subscript', 'may', 'direct', 'away', 'site', 'respons', 'privaci', 'practic', 'site']",0
1234,"['use', 'person', 'inform', 'facilit', 'improv', 'servic', 'commun', 'follow', 'exist', 'regul', 'data', 'integr', 'accuraci', 'relev', 'legal', 'justifi', 'process', 'ensur']",0
1235,"['collect', 'inform', 'provid', 'better', 'servic', 'user', 'figur', 'yout', 'basic', 'stuff', 'like', 'languag', 'speak', 'complex', 'thing', 'like', 'ad', 'youll', 'find', 'use', 'peopl', 'matter', 'onlin', 'youtub', 'video', 'might', 'like']",0
1236,"['inform', 'collect', 'includ', 'uniqu', 'identifi', 'browser', 'type', 'set', 'devic', 'type', 'set', 'oper', 'system', 'mobil', 'network', 'inform', 'includ', 'carrier', 'name', 'phone', 'number', 'applic', 'version', 'number']",0
1237,"['collect', 'inform', 'abyout', 'activ', 'servic', 'use', 'thing', 'like', 'recommend', 'youtub', 'video', 'might', 'like']",0
1238,"['collect', 'inform', 'abyout', 'locat', 'use', 'servic', 'help', 'u', 'offer', 'featur', 'like', 'drive', 'direct', 'search', 'result', 'thing', 'near', 'ad', 'base', 'gener', 'locat']",0
1239,"['also', 'use', 'inform', 'ensur', 'servic', 'work', 'intend', 'track', 'youtag', 'tryoubleshoot', 'issu', 'report', 'u']",0
1240,"['use', 'inform', 'collect', 'custom', 'servic', 'includ', 'provid', 'recommend', 'person', 'content', 'custom', 'search', 'result']",0
1241,"['keep', 'data', 'delet', 'googl', 'accyount', 'inform', 'abyout', 'often', 'use', 'servic']",0
1242,"['maintain', 'server', 'aryound', 'world', 'inform', 'may', 'process', 'server', 'locat', 'youtsid', 'cyountri', 'live']",0
1243,"['third', 'parti', 'servic', 'provid', 'includ', 'ad', 'network', 'use', 'cooki', 'web', 'beacon', 'track', 'technolog', 'collect', 'inform', 'abyout', 'use', 'turnip', 'servic', 'browser', 'type', 'isp', 'oper', 'system', 'domain', 'name', 'access', 'time']",0
1244,"['may', 'obtain', 'devic', 'id', 'send', 'tmpl', 's', 'server', 'use', 'fraud', 'prevent', 'effort']",0
1245,"['collect', 'person', 'inform', 'aggreg', 'inform', 'abyout', 'use', 'turnip', 'servic', 'well', 'understand', 'need', 'provid', 'better', 'turnip', 'experi']",0
1246,"['also', 'may', 'compar', 'person', 'inform', 'collect', 'thryough', 'turnip', 'servic', 'verifi', 'accuraci', 'person', 'inform', 'collect', 'third', 'parti']",0
1247,"['request', 'servic', 'may', 'share', 'third', 'parti', 'websit', 'contractu', 'relationship', 'order', 'provid', 'request', 'maximum', 'exposur']",0
1248,"['disclos', 'inform', 'includ', 'withyout', 'limit', 'name', 'citi', 'state', 'telephon', 'number', 'email', 'address', 'user', 'id', 'histori', 'quot', 'list', 'histori', 'fraud', 'complaint', 'law', 'enforc', 'govern', 'offici', 'requir', 'law', 'regul', 'govern', 'author', 'otherwis', 'cooper', 'investig', 'government', 'author']",0
1249,"['may', 'share', 'person', 'inform', 'user', 'explicitli', 'ask', 'u', 'send', 'inform', 'explicitli', 'consent', 'disclosur', 'upon', 'receipt', 'specif', 'servic']",0
1250,"['commit', 'protect', 'privaci', 'secur', 'user', 'data']",0
1251,"['receiv', 'store', 'inform', 'knowingli', 'provid', 'omlet', 'via', 'app', 'websit', 'sdk', 'emb', 'game', 'partner', 'app', 'websit']",0
1252,"['use', 'omlet', 'chat', 'app', 'offer', 'option', 'let', 'omlet', 'access', 'phone', 'contact', 'book', 'help', 'identifi', 'friend', 'within', 'omlet', 'social', 'network', 'opt', 'in', 'collect', 'contact', 'store', 'local', 'mobil', 'devic', 'never', 'access', 'phone', 'contact', 'book', 'withyout', 'permiss']",0
1253,"['omlet', 'share', 'person', 'inform', '3rd', 'parti', 'market', 'promot', 'use', 'withyout', 'prior', 'express', 'consent']",0
1254,"['omlet', 'servic', 'intend', 'child', 'knowingli', 'collect', 'person', 'inform', 'child']",0
1255,"['may', 'declin', 'share', 'certain', 'inform', 'omlet', 'case', 'omlet', 'may', 'abl', 'provid', 'featur', 'function', 'fyound', 'omlet', 'servic']",0
1256,"['request', 'access', 'correct', 'and', 'or', 'delet', 'data']",0
1257,"['may', 'amend', 'term', 'time', 'time', 'post', 'revis', 'version', 'websit', 'updat', 'materi', 'advers', 'affect', 'right', 'oblig', 'term', 'provid', 'notic', 'either', 'email', 'email', 'associ', 'accyount', 'provid', 'in', 'product', 'notif', 'chang', 'becom', 'effect', 'sooner', '30', 'day', 'notifi']",0
1258,"['may', 'use', 'person', 'inform', 'follow', 'nbsp', 'purpos', 'provid', 'administ', 'maintain', 'improv', 'and', 'or', 'analyz', 'nbsp', 'servic', 'conduct', 'research', 'may', 'remain', 'intern', 'may', 'share', 'third', 'parti', 'publish', 'make', 'gener', 'avail', 'commun', 'nbsp', 'develop', 'new', 'program', 'servic', 'prevent', 'fraud', 'crimin', 'activ', 'misus', 'servic', 'ensur', 'secur', 'system', 'architectur', 'network']",0
1259,"['collect', 'inform', 'alon', 'combin', 'inform', 'possess', 'cyould', 'use', 'identifi', 'person', 'inform', 'nbsp', 'follow']",0
1260,"['legal', 'requir', 'requir', 'law', 'good', 'faith', 'belief', 'action', 'necessari', 'compli', 'legal', 'oblig', 'includ', 'meet', 'nation', 'secur', 'law', 'enforc', 'requir', 'ii', 'protect', 'defend', 'right', 'properti', 'iii', 'prevent', 'fraud', 'iv', 'act', 'urgent', 'circumst', 'protect', 'person', 'safeti', 'user', 'servic', 'public', 'v', 'protect', 'legal', 'nbsp', 'liabil']",0
1261,"['may', 'termin', 'term', 'reason', 'provid', 'least', '30', 'day', 'advanc', 'notic']",0
1262,"['may', 'termin', 'term', 'time', 'reason', 'discontinu', 'use', 'servic', 'content']",0
1263,"['unsubscrib', 'email', 'market', 'commun', 'quickli', 'easili', 'anytim', 'need', 'click', 'unsubscrib', 'link', 'includ', 'newslett', 'commun']",0
1264,"['servic', 'pay', 'content', 'allow', 'make', 'commerci', 'avail', 'servic', 'parti']",0
1265,"['privaci', 'polici', 'explain', 'purpos', 'data', 'collect', 'way', 'process', 'use', 'share']",0
1266,"['cant', 'help', 'book', 'perfect', 'trip', 'withyout', 'inform', 'use', 'servic', 'certain', 'thing', 'ask', 'typic', 'ryoutin', 'info', 'name', 'prefer', 'contact', 'detail', 'name', 'peopl', 'travel', 'payment', 'info', 'might', 'also', 'decid', 'submit', 'addit', 'info', 'relat', 'upcom', 'trip']",0
1267,"['book', 'com', 'endors', 'photo', 'imag', 'upload']",0
1268,"['servic', 'provid', 'requir', 'continu', 'safeguard', 'person', 'data', 'adequ']",0
1269,"['right', 'review', 'person', 'data', 'keep', 'abyout', 'time', 'request', 'access', 'delet', 'person', 'data', 'submit', 'form']",0
1270,"['may', 'opt', 'yout', 'receiv', 'stack', 'overflow', 'email', 'market', 'materi', 'use', 'unsubscrib', 'link', 'commun', 'chang', 'email', 'set']",0
1271,"['right', 'discontinu', 'use', 'termin', 'accyount', 'whenev', 'like', 'subject', 'privaci', 'polici', 'control', 'use', 'share', 'accyount', 'inform']",0
1272,"['often', 'choos', 'inform', 'provid', 'sometim', 'requir', 'person', 'inform', 'carri', 'yout', 'certain', 'activ', 'accyount', 'verif', 'registr', 'section', 'detail', 'way', 'collect', 'inform', 'inform', 'receiv']",0
1273,"['prevent', 'bad', 'actor', 'creat', 'neg', 'commun', 'experi', 'youtlin', 'believ', 'common', 'sens', 'rule', 'commun', 'particip', 'reserv', 'right', 'paus', 'termin', 'accyount', 'engag', 'disrupt', 'abus', 'nefariy', 'behavior', 'youtsid', 'stack', 'overflow', 'accept', 'use', 'polici', 'herebi', 'incorpor', 'public', 'network', 'term']",0
1274,"['althyough', 'network', 'provid', 'anonymy', 'pseudonymy', 'particip', 'instanc', 'order', 'use', 'certain', 'product', 'servic', 'requir', 'accyount', 'registr']",0
1275,"['twitch', 'termin', 'licens', 'time', 'withyout', 'notic', 'includ', 'reason', 'consid', 'use', 'twitch', 'servic', 'violat', 'term', 'servic', 'applic', 'law', 'b', 'fraudul', 'use', 'misus', 'twitch', 'servic', 'c', 'unabl', 'continu', 'provid', 'twitch', 'servic', 'due', 'technic', 'legitim', 'busi', 'reason']",0
1276,"['cooki', 'use', 'list', 'differ', 'type', 'cooki', 'may', 'use', 'twitch', 'servic']",0
1277,"['stop', 'use', 'servic', 'and', 'or', 'cancel', 'delet', 'accyount', 'time', 'reason', 'moreov', 'termin', 'reason', 'fast', 'simpl']",0
1278,"['right', 'appli', 'may', 'permit', 'request', 'access', 'copi', 'certain', 'person', 'inform', 'hold', 'abyout']",0
1279,"['servic', 'pay', 'content', 'allow', 'make', 'commerci', 'avail', 'servic', 'parti']",0
1280,"['twitch', 'maintain', 'data', 'relat', 'usag', 'twitch', 'long', 'requir', 'order', 'fulfil', 'relev', 'purpos', 'describ', 'privaci', 'notic', 'may', 'requir', 'permit', 'law', 'tax', 'accyount', 'purpos', 'otherwis', 'commun']",0
1281,"['give', 'social', 'natur', 'twitch', 'servic', 'inform', 'may', 'collect', 'use', 'disclos', 'other', 'part', 'social', 'interact', 'addit', 'featur', 'twitch', 'servic', 'design', 'provid', 'other', 'inform', 'abyout', 'user', 'activ', 'identifi', 'user', 'creat', 'particular', 'clip', 'subscript', 'statu', 'user', 'give', 'channel', 'encyourag', 'mind', 'consid', 'activ', 'twitch', 'servic']",0
1282,"['pleas', 'also', 'note', 'inform', 'provid', 'copyright', 'infring', 'notic', 'may', 'provid', 'person', 'respons', 'allegedli', 'infring', 'materi']",0
1283,"['respons', 'activ', 'accyount', 'shyould', 'reveal', 'accyount', 'password', 'other']",0
1284,"['product', 'requir', 'provid', 'registr', 'inform', 'requir', 'provid', 'inform', 'subject', 'agreement', 'activis', 'privaci', 'polici', 'incorpor', 'refer', 'herein', 'togeth', 'third', 'parti', 'term']",0
1285,"['agre', 'imperson', 'person', 'entiti', 'misrepres', 'ident', 'affili', 'person', 'entiti']",0
1286,"['agre', 'updat', 'registr', 'data', 'keep', 'current', 'accur', 'within', 'reason', 'time', 'chang', 'data']",0
1287,"['affirm', 'least', 'age', 'specifi', 'applic', 'age', 'rate', 'restrict', 'specifi', 'product', 'fulli', 'abl', 'compet', 'enter', 'term', 'condit', 'oblig', 'represent', 'respons', 'set', 'forth', 'agreement', 'abid', 'compli', 'agreement']",0
1288,"['titl', 'ownership', 'intellectu', 'properti', 'right', 'product', 'includ', 'limit', 'titl', 'trademark', 'servic', 'mark', 'trade', 'name', 'comput', 'code', 'theme', 'object', 'charact', 'charact', 'name', 'stori', 'dialog', 'catch', 'phrase', 'locat', 'concept', 'artwork', 'anim', 'syound', 'music', 'composit', 'audio', 'visual', 'effect', 'method', 'oper', 'moral', 'right', 'relat', 'document', 'own', 'activis', 'and', 'or', 'activis', 's', 'licensor']",0
1289,"['product', 'licens', 'sell', 'use', 'licens', 'confer', 'titl', 'ownership', 'product', 'shyould', 'constru', 'sale', 'right', 'product']",0
1290,"['acknowledg', 'agre', 'licens', 'grant', 'agreement', 'shall', 'ownership', 'properti', 'interest', 'product', 'servic', 'provid', 'content', 'includ', 'withyout', 'limit', 'virtual', 'good', 'acknowledg', 'agre', 'fullest', 'extent', 'permit', 'applic', 'law', 'right', 'product', 'servic', 'provid', 'content', 'shall', 'forev', 'own', 'inur', 'benefit', 'activis', 'licensor']",0
1291,"['agre', 'product', 'third', 'parti', 'materi', 'contain', 'proprietari', 'content', 'inform', 'materi', 'protect', 'applic', 'intellectu', 'properti', 'law', 'includ', 'limit', 'copyright', 'use', 'proprietari', 'content', 'inform', 'materi', 'way', 'whatsoev', 'except', 'permit', 'use', 'portion', 'product', 'third', 'parti', 'materi', 'may', 'reproduc', 'form', 'mean', 'permit', 'applic', 'licens']",0
1292,"['payment', 'option', 'third', 'parti', 'bill', 'partner', 'may', 'pay', 'certain', 'product', 'servic', 'provid', 'content', 'use', 'method', 'make', 'avail', 'agre', 'term', 'condit', 'applic', 'payment', 'method', 'choos', 'payment', 'method', 'may', 'vari', 'consol', 'platform', 'system', 'devic', 'use', 'access', 'product', 'servic', 'provid', 'content']",0
1293,"['product', 'may', 'access', 'display', 'link', 'devic', 'avail', 'languag', 'cyountri']",0
1294,"['titl', 'ownership', 'intellectu', 'properti', 'right', 'product', 'includ', 'limit', 'titl', 'trademark', 'servic', 'mark', 'trade', 'name', 'comput', 'code', 'theme', 'object', 'charact', 'charact', 'name', 'stori', 'dialog', 'catch', 'phrase', 'locat', 'concept', 'artwork', 'anim', 'syound', 'music', 'composit', 'audio', 'visual', 'effect', 'method', 'oper', 'moral', 'right', 'relat', 'document', 'own', 'activis', 'and', 'or', 'activis', 's', 'licensor']",0
1295,"['product', 'licens', 'sell', 'use', 'licens', 'confer', 'titl', 'ownership', 'product', 'shyould', 'constru', 'sale', 'right', 'product']",0
1296,"['acknowledg', 'agre', 'licens', 'grant', 'agreement', 'shall', 'ownership', 'properti', 'interest', 'product', 'servic', 'provid', 'content', 'includ', 'withyout', 'limit', 'virtual', 'good', 'acknowledg', 'agre', 'fullest', 'extent', 'permit', 'applic', 'law', 'right', 'product', 'servic', 'provid', 'content', 'shall', 'forev', 'own', 'inur', 'benefit', 'activis', 'licensor']",0
1297,"['agre', 'product', 'third', 'parti', 'materi', 'contain', 'proprietari', 'content', 'inform', 'materi', 'protect', 'applic', 'intellectu', 'properti', 'law', 'includ', 'limit', 'copyright', 'use', 'proprietari', 'content', 'inform', 'materi', 'way', 'whatsoev', 'except', 'permit', 'use', 'portion', 'product', 'third', 'parti', 'materi', 'may', 'reproduc', 'form', 'mean', 'permit', 'applic', 'licens']",0
1298,"['payment', 'option', 'third', 'parti', 'bill', 'partner', 'may', 'pay', 'certain', 'product', 'servic', 'provid', 'content', 'use', 'method', 'make', 'avail', 'agre', 'term', 'condit', 'applic', 'payment', 'method', 'choos', 'payment', 'method', 'may', 'vari', 'consol', 'platform', 'system', 'devic', 'use', 'access', 'product', 'servic', 'provid', 'content']",0
1299,"['use', 'websit', 'servic', 'tool', 'govern', 'follow', 'term', 'condit', 'term', 'use', 'applic', 'websit', 'includ', 'applic', 'polici', 'incorpor', 'herein', 'way', 'refer']",0
1300,"['use', 'websit', 'shall', 'respons', 'maintain', 'confidenti', 'display', 'name', 'password', 'shall', 'respons', 'activ', 'occur', 'display', 'name', 'password', 'agre', 'provid', 'inform', 'untru', 'inaccur', 'current', 'incomplet', 'reason', 'gryound', 'suspect', 'inform', 'untru', 'inaccur', 'current', 'incomplet', 'accord', 'term', 'use', 'shall', 'right', 'indefinit', 'suspend', 'termin', 'block', 'access', 'membership', 'websit', 'refus', 'provid', 'access', 'websit']",0
1301,"['shall', 'independ', 'agre', 'upon', 'manner', 'term', 'condit', 'deliveri', 'payment', 'insur', 'etc', 'seller', 'transact']",0
1302,"['agre', 'use', 'frame', 'techniqu', 'enclos', 'trademark', 'logo', 'proprietari', 'inform', 'remov', 'conceal', 'obliter', 'copyright', 'proprietari', 'notic', 'syourc', 'identifi', 'includ', 'withyout', 'limit', 'size', 'colyour', 'locat', 'style', 'proprietari', 'mark']",0
1303,"['respons', 'content', 'repres', 'warrant', 'sole', 'author', 'otherwis', 'control', 'right', 'content', 'grant', 'explicit', 'permiss', 'right', 'holder', 'submit', 'content']",0
1304,"['reserv', 'right', 'time', 'withyout', 'prior', 'notic', 'remov', 'block', 'disabl', 'access', 'content', 'reason', 'reason', 'consid', 'objection', 'violat', 'term', 'otherwis', 'harm', 'servic', 'custom', 'sole', 'discret']",0
1305,"['control', 'make', 'represent', 'endors', 'regard', 'accuraci', 'relev', 'copyright', 'complianc', 'legal', 'complet', 'timeli', 'qualiti', 'product', 'servic', 'advertis', 'content', 'appear', 'link', 'servic', 'screen', 'investig', 'third', 'parti', 'materi', 'includ', 'servic']",0
1306,"['user', 'requir', 'enter', 'valid', 'phone', 'number', 'regist', 'platform', 'registr', 'user', 'consent', 'contact', 'compani', 'via', 'phone', 'call', 'sm', 'notif', 'instant', 'messag', 'mean', 'commun', 'inter', 'alia', 'subscript', 'servic', 'promot', 'updat', 'etc']",0
1307,"['user', 'respons', 'provid', 'accur', 'current', 'complet', 'inform', 'registr', 'process', 'updat', 'inform', 'keep', 'accur', 'current', 'complet']",0
1308,"['user', 'acknowledg', 'agre', 'accyount', 'platform', 'grant', 'right', 'platform', 'specif', 'grant', 'compani', 'user', 'ownership', 'interest', 'accyount']",0
1309,"['immedi', 'notifi', 'compani', 'unauthoris', 'use', 'accyount', 'breach', 'secur', 'becom', 'awar']",0
1310,"['use', 'platform', 'collect', 'store', 'inform', 'inform', 'end', 'custom', 'provid', 'time', 'time', 'make', 'purchas', 'behalf', 'upon', 'author', 'confirm']",0
1311,"['agre', 'maintain', 'accur', 'complet', 'up', 'to', 'date', 'inform', 'accyount']",0
1312,"['may', 'author', 'third', 'parti', 'use', 'accyount', 'may', 'allow', 'person', 'age', '18', 'receiv', 'transport', 'logist', 'servic', 'third', 'parti', 'provid', 'unless', 'accompani']",0
1313,"['person', 'inform', 'collect', 'store', 'process', 'transfer', 'includ', 'sensit', 'financi', 'inform', 'make', 'complianc', 'privaci', 'polici', 'privaci', 'collect', 'statement', 'refer', 'user', 'term', 'condit']",0
1314,"['servic', 'may', 'requir', 'internet', 'connect', 'third', 'parti', 'provid', 'order', 'use', 'featur', 'case', 'internet', 'connect', 'subject', 'fee', 'restrict', 'term', 'limit', 'impos', 'provid']",0
1315,"['softwar', 'may', 'provid', 'u', 'inform', 'abyout', 'product', 'use', 'product', 'use', 'digit', 'content', 'content', 'amazon', 'servic', 'search', 'queri', 'instal', 'applic', 'view', 'usag', 'data', 'avail', 'memori', 'log', 'file', 'network', 'diagnost', 'voic', 'inform', 'connect']",0
1316,"['provid', 'inform', 'materi', 'relat', 'content', 'includ', 'copi', 'client', 'side', 'applic', 'reason', 'request', 'u', 'verifi', 'complianc', 'agreement', 'reason', 'cooper', 'u', 'identifi', 'syourc', 'problem', 'servic', 'reason', 'believ', 'may', 'attribut', 'content', 'end', 'user', 'materi', 'control']",0
1317,"['connect', 'use', 'servic', 'respons', 'maintain', 'licens', 'adher', 'licens', 'term', 'softwar', 'run', 'reason', 'believ', 'content', 'violat', 'law', 'infring', 'misappropri', 'right', 'third', 'parti', 'otherwis', 'violat', 'materi', 'term', 'agreement', 'includ', 'servic', 'term', 'accept', 'use', 'polici', 'prohibit', 'content', 'notifi', 'prohibit', 'content', 'may', 'request', 'content', 'remov', 'servic', 'access', 'disabl']",0
1318,"['process', 'person', 'data', 'end', 'user', 'identifi', 'individu', 'use', 'servic', 'respons', 'provid', 'legal', 'adequ', 'privaci', 'notic', 'obtain', 'necessari', 'consent', 'process', 'data']",0
1319,"['use', 'websit', 'servic', 'tool', 'govern', 'follow', 'term', 'condit', 'term', 'use', 'applic', 'websit', 'includ', 'applic', 'polici', 'incorpor', 'herein', 'way', 'refer']",0
1320,"['use', 'websit', 'shall', 'respons', 'maintain', 'confidenti', 'display', 'name', 'password', 'shall', 'respons', 'activ', 'occur', 'display', 'name', 'password', 'agre', 'provid', 'inform', 'untru', 'inaccur', 'current', 'incomplet', 'reason', 'gryound', 'suspect', 'inform', 'untru', 'inaccur', 'current', 'incomplet', 'accord', 'term', 'use', 'shall', 'right', 'indefinit', 'suspend', 'termin', 'block', 'access', 'membership', 'websit', 'refus', 'provid', 'access', 'websit']",0
1321,"['shall', 'independ', 'agre', 'upon', 'manner', 'term', 'condit', 'deliveri', 'payment', 'insur', 'etc', 'seller', 'transact']",0
1322,"['may', 'use', 'websit', 'content', 'purpos', 'unlaw', 'prohibit', 'term', 'use', 'solicit', 'perform', 'illeg', 'activ', 'activ', 'infring', 'right', 'flipkart', 'other']",0
1323,"['shall', 'engag', 'advertis', 'solicit', 'user', 'websit', 'buy', 'sell', 'product', 'servic', 'includ', 'limit', 'product', 'servic', 'relat', 'display', 'websit', 'relat', 'u', 'may', 'transmit', 'chain', 'letter', 'unsolicit', 'commerci', 'junk', 'email', 'user', 'via', 'websit']",0
1324,"['shall', 'attempt', 'gain', 'unauthor', 'access', 'portion', 'featur', 'platform', 'system', 'network', 'connect', 'platform', 'server', 'comput', 'network', 'servic', 'offer', 'thryough', 'platform', 'hack', 'password', 'mine', 'illegitim', 'mean']",0
1325,"['shall', 'probe', 'scan', 'test', 'vulner', 'platform', 'network', 'connect', 'platform', 'breach', 'secur', 'authent', 'measur', 'platform', 'network', 'connect', 'platform']",0
1326,"['may', 'use', 'platform', 'content', 'platform', 'purpos', 'unlaw', 'prohibit', 'term', 'use', 'solicit', 'perform', 'illeg', 'activ', 'activ', 'infring', 'right']",0
1327,"['agre', 'provid', 'accur', 'current', 'complet', 'inform', 'registr', 'process', 'updat', 'inform', 'keep', 'accur', 'current', 'complet']",0
1328,"['respons', 'safeguard', 'password', 'agre', 'disclos', 'password', 'third', 'parti', 'take', 'sole', 'respons', 'activ', 'action']",0
